"species_code","species_name","year","total_landings"
"AGK","Brown moray",1997,0
"AGK","Brown moray",1998,0
"AGK","Brown moray",1999,0
"AGK","Brown moray",2000,0
"AGK","Brown moray",2001,0
"AGK","Brown moray",2002,45
"AGK","Brown moray",2003,70
"AGK","Brown moray",2004,71
"AGK","Brown moray",2005,36
"AGK","Brown moray",2006,14.7
"AGK","Brown moray",2007,9
"AGK","Brown moray",2008,12
"AGK","Brown moray",2009,8
"AGK","Brown moray",2010,9
"AGK","Brown moray",2011,10.32
"AGK","Brown moray",2012,13.2
"AGK","Brown moray",2013,11.16
"AGK","Brown moray",2014,11.36
"AGK","Brown moray",2015,16
"AGK","Brown moray",2016,21.4
"AGK","Brown moray",2017,5.08
"AGK","Brown moray",2018,10.92
"AGK","Brown moray",2019,13.16
"AGK","Brown moray",2020,7.68
"AGK","Brown moray",2021,8.92
"AGK","Brown moray",2022,9
"AGK","Brown moray",2023,4.4
"AHN","Swallowtail seaperch",1997,0
"AHN","Swallowtail seaperch",1998,1
"AHN","Swallowtail seaperch",1999,3
"AHN","Swallowtail seaperch",2000,4
"AHN","Swallowtail seaperch",2001,2
"AHN","Swallowtail seaperch",2002,1
"AHN","Swallowtail seaperch",2003,2
"AHN","Swallowtail seaperch",2004,3
"AHN","Swallowtail seaperch",2005,2
"AHN","Swallowtail seaperch",2006,2.13
"AHN","Swallowtail seaperch",2007,3
"AHN","Swallowtail seaperch",2008,3
"AHN","Swallowtail seaperch",2009,3.03
"AHN","Swallowtail seaperch",2010,3
"AHN","Swallowtail seaperch",2011,3.22
"AHN","Swallowtail seaperch",2012,1.74
"AHN","Swallowtail seaperch",2013,2.34
"AHN","Swallowtail seaperch",2014,2.98
"AHN","Swallowtail seaperch",2015,2.82
"AHN","Swallowtail seaperch",2016,10.34
"AHN","Swallowtail seaperch",2017,4.15
"AHN","Swallowtail seaperch",2018,16.71
"AHN","Swallowtail seaperch",2019,7.14
"AHN","Swallowtail seaperch",2020,7.94
"AHN","Swallowtail seaperch",2021,4.65
"AHN","Swallowtail seaperch",2022,9.76
"AHN","Swallowtail seaperch",2023,6.44
"ALB","Albacore",1997,171
"ALB","Albacore",1998,48
"ALB","Albacore",1999,370
"ALB","Albacore",2000,256
"ALB","Albacore",2001,53
"ALB","Albacore",2002,29
"ALB","Albacore",2003,10
"ALB","Albacore",2004,137
"ALB","Albacore",2005,125
"ALB","Albacore",2006,140.9
"ALB","Albacore",2007,136.13
"ALB","Albacore",2008,1950.03
"ALB","Albacore",2009,211.03
"ALB","Albacore",2010,209
"ALB","Albacore",2011,3885.25
"ALB","Albacore",2012,4925.01
"ALB","Albacore",2013,1672.66
"ALB","Albacore",2014,1474.04
"ALB","Albacore",2015,270.28
"ALB","Albacore",2016,66.05
"ALB","Albacore",2017,1448.68
"ALB","Albacore",2018,1900.63
"ALB","Albacore",2019,346.89
"ALB","Albacore",2020,2872.42
"ALB","Albacore",2021,404.77
"ALB","Albacore",2022,981.86
"ALB","Albacore",2023,723.23
"ALC","Baird's slickhead",1997,0
"ALC","Baird's slickhead",1998,0
"ALC","Baird's slickhead",1999,0
"ALC","Baird's slickhead",2000,0
"ALC","Baird's slickhead",2001,0
"ALC","Baird's slickhead",2002,0
"ALC","Baird's slickhead",2003,0
"ALC","Baird's slickhead",2004,0
"ALC","Baird's slickhead",2005,0
"ALC","Baird's slickhead",2006,0
"ALC","Baird's slickhead",2007,0.03
"ALC","Baird's slickhead",2008,0
"ALC","Baird's slickhead",2009,0
"ALC","Baird's slickhead",2010,0
"ALC","Baird's slickhead",2011,0
"ALC","Baird's slickhead",2012,54.66
"ALC","Baird's slickhead",2013,82.26
"ALC","Baird's slickhead",2014,45.18
"ALC","Baird's slickhead",2015,51.63
"ALC","Baird's slickhead",2016,0
"ALC","Baird's slickhead",2017,0
"ALC","Baird's slickhead",2018,0
"ALC","Baird's slickhead",2019,0.21
"ALC","Baird's slickhead",2020,0.42
"ALC","Baird's slickhead",2021,0.15
"ALC","Baird's slickhead",2022,0
"ALC","Baird's slickhead",2023,0
"ALE","Alewife",1997,0
"ALE","Alewife",1998,0
"ALE","Alewife",1999,0
"ALE","Alewife",2000,0
"ALE","Alewife",2001,0
"ALE","Alewife",2002,0
"ALE","Alewife",2003,0
"ALE","Alewife",2004,0
"ALE","Alewife",2005,0
"ALE","Alewife",2006,0.6
"ALE","Alewife",2007,0.03
"ALE","Alewife",2008,0.03
"ALE","Alewife",2009,0
"ALE","Alewife",2010,0
"ALE","Alewife",2011,0
"ALE","Alewife",2012,0.06
"ALE","Alewife",2013,0.06
"ALE","Alewife",2014,4.11
"ALE","Alewife",2015,0
"ALE","Alewife",2016,0
"ALE","Alewife",2017,0
"ALE","Alewife",2018,0
"ALE","Alewife",2019,0
"ALE","Alewife",2020,0
"ALE","Alewife",2021,0
"ALE","Alewife",2022,0
"ALE","Alewife",2023,0
"ALV","Thresher",1997,39
"ALV","Thresher",1998,26
"ALV","Thresher",1999,13
"ALV","Thresher",2000,19
"ALV","Thresher",2001,27
"ALV","Thresher",2002,21
"ALV","Thresher",2003,17
"ALV","Thresher",2004,33
"ALV","Thresher",2005,80
"ALV","Thresher",2006,337.2
"ALV","Thresher",2007,279.15
"ALV","Thresher",2008,214.11
"ALV","Thresher",2009,228.07
"ALV","Thresher",2010,47
"ALV","Thresher",2011,0
"ALV","Thresher",2012,1.9
"ALV","Thresher",2013,3.84
"ALV","Thresher",2014,4.5
"ALV","Thresher",2015,2.76
"ALV","Thresher",2016,0
"ALV","Thresher",2017,0
"ALV","Thresher",2018,0
"ALV","Thresher",2019,0
"ALV","Thresher",2020,1.83
"ALV","Thresher",2021,0.48
"ALV","Thresher",2022,0.84
"ALV","Thresher",2023,1.2
"AMB","Greater amberjack",1997,7
"AMB","Greater amberjack",1998,10
"AMB","Greater amberjack",1999,10
"AMB","Greater amberjack",2000,21
"AMB","Greater amberjack",2001,19
"AMB","Greater amberjack",2002,37
"AMB","Greater amberjack",2003,19
"AMB","Greater amberjack",2004,0
"AMB","Greater amberjack",2005,0
"AMB","Greater amberjack",2006,0.4
"AMB","Greater amberjack",2007,0.11
"AMB","Greater amberjack",2008,256.03
"AMB","Greater amberjack",2009,192.07
"AMB","Greater amberjack",2010,117
"AMB","Greater amberjack",2011,150.96
"AMB","Greater amberjack",2012,111.82
"AMB","Greater amberjack",2013,115.27
"AMB","Greater amberjack",2014,89.57
"AMB","Greater amberjack",2015,175.7
"AMB","Greater amberjack",2016,189.15
"AMB","Greater amberjack",2017,112.42
"AMB","Greater amberjack",2018,69.25
"AMB","Greater amberjack",2019,134.1
"AMB","Greater amberjack",2020,155.56
"AMB","Greater amberjack",2021,142.11
"AMB","Greater amberjack",2022,162.81
"AMB","Greater amberjack",2023,133.06
"ANE","European anchovy",1997,633
"ANE","European anchovy",1998,1657
"ANE","European anchovy",1999,1409
"ANE","European anchovy",2000,310
"ANE","European anchovy",2001,855
"ANE","European anchovy",2002,934
"ANE","European anchovy",2003,522
"ANE","European anchovy",2004,664
"ANE","European anchovy",2005,129
"ANE","European anchovy",2006,333
"ANE","European anchovy",2007,2622
"ANE","European anchovy",2008,1005
"ANE","European anchovy",2009,216.03
"ANE","European anchovy",2010,390
"ANE","European anchovy",2011,8760.6
"ANE","European anchovy",2012,2359.21
"ANE","European anchovy",2013,1159.56
"ANE","European anchovy",2014,2481.54
"ANE","European anchovy",2015,7851.24
"ANE","European anchovy",2016,21323.58
"ANE","European anchovy",2017,27432.51
"ANE","European anchovy",2018,25042.51
"ANE","European anchovy",2019,27818.94
"ANE","European anchovy",2020,18120.18
"ANE","European anchovy",2021,30236.25
"ANE","European anchovy",2022,10822.89
"ANE","European anchovy",2023,14414.67
"ANG","American angler",1997,0
"ANG","American angler",1998,0
"ANG","American angler",1999,0
"ANG","American angler",2000,0
"ANG","American angler",2001,0
"ANG","American angler",2002,0
"ANG","American angler",2003,0
"ANG","American angler",2004,0
"ANG","American angler",2005,0
"ANG","American angler",2006,0.03
"ANG","American angler",2007,18
"ANG","American angler",2008,6.07
"ANG","American angler",2009,0.06
"ANG","American angler",2010,9
"ANG","American angler",2011,2.46
"ANG","American angler",2012,0
"ANG","American angler",2013,0
"ANG","American angler",2014,0.6
"ANG","American angler",2015,0.52
"ANG","American angler",2016,0
"ANG","American angler",2017,0.45
"ANG","American angler",2018,0.31
"ANG","American angler",2019,0.255
"ANG","American angler",2020,0
"ANG","American angler",2021,0
"ANG","American angler",2022,0
"ANG","American angler",2023,0
"ANK","Blackbellied angler",1997,0
"ANK","Blackbellied angler",1998,0
"ANK","Blackbellied angler",1999,0
"ANK","Blackbellied angler",2000,3
"ANK","Blackbellied angler",2001,1
"ANK","Blackbellied angler",2002,1
"ANK","Blackbellied angler",2003,10
"ANK","Blackbellied angler",2004,10
"ANK","Blackbellied angler",2005,16
"ANK","Blackbellied angler",2006,9.33
"ANK","Blackbellied angler",2007,39.03
"ANK","Blackbellied angler",2008,129.03
"ANK","Blackbellied angler",2009,75
"ANK","Blackbellied angler",2010,60
"ANK","Blackbellied angler",2011,67.71
"ANK","Blackbellied angler",2012,432.23
"ANK","Blackbellied angler",2013,476.67
"ANK","Blackbellied angler",2014,393.37
"ANK","Blackbellied angler",2015,734.04
"ANK","Blackbellied angler",2016,731.25
"ANK","Blackbellied angler",2017,981.45
"ANK","Blackbellied angler",2018,507.18
"ANK","Blackbellied angler",2019,481.4211
"ANK","Blackbellied angler",2020,1563.6
"ANK","Blackbellied angler",2021,1347.75
"ANK","Blackbellied angler",2022,1083.5707
"ANK","Blackbellied angler",2023,484.87
"ANN","Annular seabream",1997,31
"ANN","Annular seabream",1998,50
"ANN","Annular seabream",1999,22
"ANN","Annular seabream",2000,23
"ANN","Annular seabream",2001,17
"ANN","Annular seabream",2002,19
"ANN","Annular seabream",2003,20
"ANN","Annular seabream",2004,35
"ANN","Annular seabream",2005,49
"ANN","Annular seabream",2006,138.6
"ANN","Annular seabream",2007,93.03
"ANN","Annular seabream",2008,168.03
"ANN","Annular seabream",2009,135.03
"ANN","Annular seabream",2010,93
"ANN","Annular seabream",2011,155.04
"ANN","Annular seabream",2012,169.98
"ANN","Annular seabream",2013,257.58
"ANN","Annular seabream",2014,205.41
"ANN","Annular seabream",2015,220.89
"ANN","Annular seabream",2016,199.47
"ANN","Annular seabream",2017,221.46
"ANN","Annular seabream",2018,171.84
"ANN","Annular seabream",2019,164.04
"ANN","Annular seabream",2020,141.45
"ANN","Annular seabream",2021,175.92
"ANN","Annular seabream",2022,125.85
"ANN","Annular seabream",2023,101.1
"APU","Sturgeon",1997,0
"APU","Sturgeon",1998,0
"APU","Sturgeon",1999,0
"APU","Sturgeon",2000,0
"APU","Sturgeon",2001,0
"APU","Sturgeon",2002,0
"APU","Sturgeon",2003,0
"APU","Sturgeon",2004,0
"APU","Sturgeon",2005,0
"APU","Sturgeon",2006,0
"APU","Sturgeon",2007,0.03
"APU","Sturgeon",2008,0.03
"APU","Sturgeon",2009,0
"APU","Sturgeon",2010,0
"APU","Sturgeon",2011,0
"APU","Sturgeon",2012,0
"APU","Sturgeon",2013,0.03
"APU","Sturgeon",2014,0.03
"APU","Sturgeon",2015,0
"APU","Sturgeon",2016,0
"APU","Sturgeon",2017,0
"APU","Sturgeon",2018,0
"APU","Sturgeon",2019,0
"APU","Sturgeon",2020,0
"APU","Sturgeon",2021,0
"APU","Sturgeon",2022,0
"APU","Sturgeon",2023,0
"ARA","Blue and red shrimp",1997,124
"ARA","Blue and red shrimp",1998,233
"ARA","Blue and red shrimp",1999,194
"ARA","Blue and red shrimp",2000,269
"ARA","Blue and red shrimp",2001,182
"ARA","Blue and red shrimp",2002,97
"ARA","Blue and red shrimp",2003,117
"ARA","Blue and red shrimp",2004,39
"ARA","Blue and red shrimp",2005,17
"ARA","Blue and red shrimp",2006,92.7
"ARA","Blue and red shrimp",2007,198
"ARA","Blue and red shrimp",2008,84
"ARA","Blue and red shrimp",2009,75
"ARA","Blue and red shrimp",2010,120
"ARA","Blue and red shrimp",2011,131.91
"ARA","Blue and red shrimp",2012,139.2
"ARA","Blue and red shrimp",2013,214.47
"ARA","Blue and red shrimp",2014,161.6
"ARA","Blue and red shrimp",2015,140.28
"ARA","Blue and red shrimp",2016,296.82
"ARA","Blue and red shrimp",2017,240.36
"ARA","Blue and red shrimp",2018,219.9
"ARA","Blue and red shrimp",2019,307.5
"ARA","Blue and red shrimp",2020,308.22
"ARA","Blue and red shrimp",2021,238.02
"ARA","Blue and red shrimp",2022,544.17
"ARA","Blue and red shrimp",2023,721.8
"ARG","Argentines",1997,0
"ARG","Argentines",1998,0
"ARG","Argentines",1999,0
"ARG","Argentines",2000,0
"ARG","Argentines",2001,0
"ARG","Argentines",2002,0
"ARG","Argentines",2003,0
"ARG","Argentines",2004,0
"ARG","Argentines",2005,0
"ARG","Argentines",2006,1.23
"ARG","Argentines",2007,3
"ARG","Argentines",2008,0.03
"ARG","Argentines",2009,6
"ARG","Argentines",2010,6
"ARG","Argentines",2011,2.96
"ARG","Argentines",2012,0.45
"ARG","Argentines",2013,0.75
"ARG","Argentines",2014,0
"ARG","Argentines",2015,0
"ARG","Argentines",2016,0
"ARG","Argentines",2017,0.24
"ARG","Argentines",2018,0.2
"ARG","Argentines",2019,3.3
"ARG","Argentines",2020,3.89
"ARG","Argentines",2021,0.18
"ARG","Argentines",2022,0.24
"ARG","Argentines",2023,0.2
"ARS","Giant red shrimp",1997,0
"ARS","Giant red shrimp",1998,0
"ARS","Giant red shrimp",1999,0
"ARS","Giant red shrimp",2000,0
"ARS","Giant red shrimp",2001,0
"ARS","Giant red shrimp",2002,3
"ARS","Giant red shrimp",2003,8
"ARS","Giant red shrimp",2004,1
"ARS","Giant red shrimp",2005,1
"ARS","Giant red shrimp",2006,5.7
"ARS","Giant red shrimp",2007,0
"ARS","Giant red shrimp",2008,0.03
"ARS","Giant red shrimp",2009,0.03
"ARS","Giant red shrimp",2010,0
"ARS","Giant red shrimp",2011,1.68
"ARS","Giant red shrimp",2012,4.08
"ARS","Giant red shrimp",2013,1.5
"ARS","Giant red shrimp",2014,4.17
"ARS","Giant red shrimp",2015,8.85
"ARS","Giant red shrimp",2016,15.06
"ARS","Giant red shrimp",2017,11.79
"ARS","Giant red shrimp",2018,9.04
"ARS","Giant red shrimp",2019,10.59
"ARS","Giant red shrimp",2020,6.03
"ARS","Giant red shrimp",2021,7.29
"ARS","Giant red shrimp",2022,11.37
"ARS","Giant red shrimp",2023,13.02
"ARV","Striped red shrimp",1997,0
"ARV","Striped red shrimp",1998,0
"ARV","Striped red shrimp",1999,0
"ARV","Striped red shrimp",2000,0
"ARV","Striped red shrimp",2001,0
"ARV","Striped red shrimp",2002,0
"ARV","Striped red shrimp",2003,0
"ARV","Striped red shrimp",2004,0
"ARV","Striped red shrimp",2005,0
"ARV","Striped red shrimp",2006,0
"ARV","Striped red shrimp",2007,0.03
"ARV","Striped red shrimp",2008,0.03
"ARV","Striped red shrimp",2009,0
"ARV","Striped red shrimp",2010,0
"ARV","Striped red shrimp",2011,0.03
"ARV","Striped red shrimp",2012,4.89
"ARV","Striped red shrimp",2013,4.62
"ARV","Striped red shrimp",2014,0
"ARV","Striped red shrimp",2015,0
"ARV","Striped red shrimp",2016,0
"ARV","Striped red shrimp",2017,0
"ARV","Striped red shrimp",2018,0
"ARV","Striped red shrimp",2019,0
"ARV","Striped red shrimp",2020,0
"ARV","Striped red shrimp",2021,0
"ARV","Striped red shrimp",2022,0
"ARV","Striped red shrimp",2023,0
"ASD","Allis shad",1997,13
"ASD","Allis shad",1998,17
"ASD","Allis shad",1999,16
"ASD","Allis shad",2000,17
"ASD","Allis shad",2001,18
"ASD","Allis shad",2002,16
"ASD","Allis shad",2003,30
"ASD","Allis shad",2004,35
"ASD","Allis shad",2005,21
"ASD","Allis shad",2006,55.2
"ASD","Allis shad",2007,114
"ASD","Allis shad",2008,120
"ASD","Allis shad",2009,174
"ASD","Allis shad",2010,57
"ASD","Allis shad",2011,81.48
"ASD","Allis shad",2012,102.71
"ASD","Allis shad",2013,215.34
"ASD","Allis shad",2014,198.36
"ASD","Allis shad",2015,112.68
"ASD","Allis shad",2016,206.16
"ASD","Allis shad",2017,398.31
"ASD","Allis shad",2018,286.92
"ASD","Allis shad",2019,315.45
"ASD","Allis shad",2020,216.48
"ASD","Allis shad",2021,205.08
"ASD","Allis shad",2022,160.08
"ASD","Allis shad",2023,91.96
"ATP","Sand smelt",1997,6
"ATP","Sand smelt",1998,21
"ATP","Sand smelt",1999,6
"ATP","Sand smelt",2000,3
"ATP","Sand smelt",2001,0
"ATP","Sand smelt",2002,1
"ATP","Sand smelt",2003,0
"ATP","Sand smelt",2004,1
"ATP","Sand smelt",2005,1
"ATP","Sand smelt",2006,16.2
"ATP","Sand smelt",2007,24
"ATP","Sand smelt",2008,6
"ATP","Sand smelt",2009,6
"ATP","Sand smelt",2010,6
"ATP","Sand smelt",2011,11.49
"ATP","Sand smelt",2012,24.97
"ATP","Sand smelt",2013,11.73
"ATP","Sand smelt",2014,24.66
"ATP","Sand smelt",2015,35.01
"ATP","Sand smelt",2016,48.41
"ATP","Sand smelt",2017,72.95
"ATP","Sand smelt",2018,79.83
"ATP","Sand smelt",2019,63.3
"ATP","Sand smelt",2020,67.23
"ATP","Sand smelt",2021,71.11
"ATP","Sand smelt",2022,48.31
"ATP","Sand smelt",2023,71.18
"AUU","Canary damsel",1997,0
"AUU","Canary damsel",1998,0
"AUU","Canary damsel",1999,0
"AUU","Canary damsel",2000,0
"AUU","Canary damsel",2001,0
"AUU","Canary damsel",2002,0
"AUU","Canary damsel",2003,0
"AUU","Canary damsel",2004,0
"AUU","Canary damsel",2005,0
"AUU","Canary damsel",2006,0.03
"AUU","Canary damsel",2007,0.03
"AUU","Canary damsel",2008,0.04
"AUU","Canary damsel",2009,0.04
"AUU","Canary damsel",2010,0
"AUU","Canary damsel",2011,0
"AUU","Canary damsel",2012,0.04
"AUU","Canary damsel",2013,0
"AUU","Canary damsel",2014,0
"AUU","Canary damsel",2015,0
"AUU","Canary damsel",2016,0
"AUU","Canary damsel",2017,0
"AUU","Canary damsel",2018,0
"AUU","Canary damsel",2019,0
"AUU","Canary damsel",2020,0
"AUU","Canary damsel",2021,0
"AUU","Canary damsel",2022,0.04
"AUU","Canary damsel",2023,0.04
"BBH","Blueback shad",1997,0
"BBH","Blueback shad",1998,0
"BBH","Blueback shad",1999,0
"BBH","Blueback shad",2000,0
"BBH","Blueback shad",2001,0
"BBH","Blueback shad",2002,0
"BBH","Blueback shad",2003,0
"BBH","Blueback shad",2004,0
"BBH","Blueback shad",2005,0
"BBH","Blueback shad",2006,0
"BBH","Blueback shad",2007,0
"BBH","Blueback shad",2008,0
"BBH","Blueback shad",2009,0
"BBH","Blueback shad",2010,0
"BBH","Blueback shad",2011,1.59
"BBH","Blueback shad",2012,0
"BBH","Blueback shad",2013,0
"BBH","Blueback shad",2014,0
"BBH","Blueback shad",2015,0
"BBH","Blueback shad",2016,0
"BBH","Blueback shad",2017,0
"BBH","Blueback shad",2018,0
"BBH","Blueback shad",2019,0
"BBH","Blueback shad",2020,0
"BBH","Blueback shad",2021,0
"BBH","Blueback shad",2022,0
"BBH","Blueback shad",2023,0
"BET","Bigeye tuna",1997,2577
"BET","Bigeye tuna",1998,4244
"BET","Bigeye tuna",1999,2898
"BET","Bigeye tuna",2000,821
"BET","Bigeye tuna",2001,426
"BET","Bigeye tuna",2002,1467
"BET","Bigeye tuna",2003,251
"BET","Bigeye tuna",2004,911
"BET","Bigeye tuna",2005,1058
"BET","Bigeye tuna",2006,3597.8
"BET","Bigeye tuna",2007,3825.1
"BET","Bigeye tuna",2008,5782
"BET","Bigeye tuna",2009,10980.1
"BET","Bigeye tuna",2010,7981
"BET","Bigeye tuna",2011,22908.25
"BET","Bigeye tuna",2012,20890.33
"BET","Bigeye tuna",2013,16478.43
"BET","Bigeye tuna",2014,9048.49
"BET","Bigeye tuna",2015,5533.31
"BET","Bigeye tuna",2016,2093.13
"BET","Bigeye tuna",2017,2971.84
"BET","Bigeye tuna",2018,9494.21
"BET","Bigeye tuna",2019,3768.16
"BET","Bigeye tuna",2020,7805.76
"BET","Bigeye tuna",2021,4459.61
"BET","Bigeye tuna",2022,6045.5
"BET","Bigeye tuna",2023,8274.13
"BHD","Lusitanian toadfish",1997,74
"BHD","Lusitanian toadfish",1998,80
"BHD","Lusitanian toadfish",1999,70
"BHD","Lusitanian toadfish",2000,91
"BHD","Lusitanian toadfish",2001,76
"BHD","Lusitanian toadfish",2002,86
"BHD","Lusitanian toadfish",2003,63
"BHD","Lusitanian toadfish",2004,52
"BHD","Lusitanian toadfish",2005,258
"BHD","Lusitanian toadfish",2006,207
"BHD","Lusitanian toadfish",2007,165
"BHD","Lusitanian toadfish",2008,168
"BHD","Lusitanian toadfish",2009,159
"BHD","Lusitanian toadfish",2010,168
"BHD","Lusitanian toadfish",2011,162.78
"BHD","Lusitanian toadfish",2012,119.01
"BHD","Lusitanian toadfish",2013,126.69
"BHD","Lusitanian toadfish",2014,98.76
"BHD","Lusitanian toadfish",2015,95.07
"BHD","Lusitanian toadfish",2016,73.74
"BHD","Lusitanian toadfish",2017,72.81
"BHD","Lusitanian toadfish",2018,79.89
"BHD","Lusitanian toadfish",2019,75.93
"BHD","Lusitanian toadfish",2020,59.67
"BHD","Lusitanian toadfish",2021,56.49
"BHD","Lusitanian toadfish",2022,67.47
"BHD","Lusitanian toadfish",2023,86.28
"BIB","Pouting(=Bib)",1997,2050
"BIB","Pouting(=Bib)",1998,2254
"BIB","Pouting(=Bib)",1999,2792
"BIB","Pouting(=Bib)",2000,3299
"BIB","Pouting(=Bib)",2001,4511
"BIB","Pouting(=Bib)",2002,3103
"BIB","Pouting(=Bib)",2003,3854
"BIB","Pouting(=Bib)",2004,4074
"BIB","Pouting(=Bib)",2005,3109
"BIB","Pouting(=Bib)",2006,7750.5
"BIB","Pouting(=Bib)",2007,10614
"BIB","Pouting(=Bib)",2008,9999
"BIB","Pouting(=Bib)",2009,10389
"BIB","Pouting(=Bib)",2010,8526
"BIB","Pouting(=Bib)",2011,7039.38
"BIB","Pouting(=Bib)",2012,6590.7
"BIB","Pouting(=Bib)",2013,5230.48
"BIB","Pouting(=Bib)",2014,6286.85
"BIB","Pouting(=Bib)",2015,6642.63
"BIB","Pouting(=Bib)",2016,5210.13
"BIB","Pouting(=Bib)",2017,5598.15
"BIB","Pouting(=Bib)",2018,4844.52
"BIB","Pouting(=Bib)",2019,4896.88
"BIB","Pouting(=Bib)",2020,4586.91
"BIB","Pouting(=Bib)",2021,4613.91
"BIB","Pouting(=Bib)",2022,3619.78
"BIB","Pouting(=Bib)",2023,2601
"BLB","Blue butterfish",1997,273
"BLB","Blue butterfish",1998,122
"BLB","Blue butterfish",1999,94
"BLB","Blue butterfish",2000,35
"BLB","Blue butterfish",2001,74
"BLB","Blue butterfish",2002,61
"BLB","Blue butterfish",2003,69
"BLB","Blue butterfish",2004,80
"BLB","Blue butterfish",2005,39
"BLB","Blue butterfish",2006,143.33
"BLB","Blue butterfish",2007,306.07
"BLB","Blue butterfish",2008,204.07
"BLB","Blue butterfish",2009,210.03
"BLB","Blue butterfish",2010,297
"BLB","Blue butterfish",2011,125.13
"BLB","Blue butterfish",2012,95.84
"BLB","Blue butterfish",2013,88.24
"BLB","Blue butterfish",2014,86.22
"BLB","Blue butterfish",2015,51.67
"BLB","Blue butterfish",2016,61.58
"BLB","Blue butterfish",2017,84.38
"BLB","Blue butterfish",2018,52.06
"BLB","Blue butterfish",2019,79.57
"BLB","Blue butterfish",2020,71.72
"BLB","Blue butterfish",2021,39.96
"BLB","Blue butterfish",2022,55.58
"BLB","Blue butterfish",2023,27.02
"BLI","Blue ling",1997,21
"BLI","Blue ling",1998,14
"BLI","Blue ling",1999,10
"BLI","Blue ling",2000,14
"BLI","Blue ling",2001,9
"BLI","Blue ling",2002,13
"BLI","Blue ling",2003,7
"BLI","Blue ling",2004,0
"BLI","Blue ling",2005,3
"BLI","Blue ling",2006,15.63
"BLI","Blue ling",2007,45.03
"BLI","Blue ling",2008,88
"BLI","Blue ling",2009,104
"BLI","Blue ling",2010,0
"BLI","Blue ling",2011,0
"BLI","Blue ling",2012,0.03
"BLI","Blue ling",2013,0
"BLI","Blue ling",2014,4.62
"BLI","Blue ling",2015,0
"BLI","Blue ling",2016,0
"BLI","Blue ling",2017,0
"BLI","Blue ling",2018,0
"BLI","Blue ling",2019,1.2
"BLI","Blue ling",2020,0.57
"BLI","Blue ling",2021,0
"BLI","Blue ling",2022,2.93
"BLI","Blue ling",2023,0.78
"BLL","Brill",1997,39
"BLL","Brill",1998,33
"BLL","Brill",1999,39
"BLL","Brill",2000,46
"BLL","Brill",2001,57
"BLL","Brill",2002,47
"BLL","Brill",2003,40
"BLL","Brill",2004,52
"BLL","Brill",2005,50
"BLL","Brill",2006,106.2
"BLL","Brill",2007,60.03
"BLL","Brill",2008,78.03
"BLL","Brill",2009,99.03
"BLL","Brill",2010,150
"BLL","Brill",2011,127.5
"BLL","Brill",2012,111.81
"BLL","Brill",2013,124.71
"BLL","Brill",2014,122.79
"BLL","Brill",2015,108.69
"BLL","Brill",2016,116.37
"BLL","Brill",2017,154.83
"BLL","Brill",2018,144.45
"BLL","Brill",2019,161.88
"BLL","Brill",2020,243.48
"BLL","Brill",2021,235.02
"BLL","Brill",2022,210.09
"BLL","Brill",2023,136.5
"BLM","Black marlin",1997,0
"BLM","Black marlin",1998,9
"BLM","Black marlin",1999,374
"BLM","Black marlin",2000,1
"BLM","Black marlin",2001,0
"BLM","Black marlin",2002,0
"BLM","Black marlin",2003,0
"BLM","Black marlin",2004,0
"BLM","Black marlin",2005,0
"BLM","Black marlin",2006,0.03
"BLM","Black marlin",2007,0
"BLM","Black marlin",2008,0.03
"BLM","Black marlin",2009,0
"BLM","Black marlin",2010,0
"BLM","Black marlin",2011,10.37
"BLM","Black marlin",2012,6.19
"BLM","Black marlin",2013,0.92
"BLM","Black marlin",2014,0
"BLM","Black marlin",2015,0
"BLM","Black marlin",2016,3
"BLM","Black marlin",2017,0
"BLM","Black marlin",2018,3.16
"BLM","Black marlin",2019,0
"BLM","Black marlin",2020,0
"BLM","Black marlin",2021,0
"BLM","Black marlin",2022,0
"BLM","Black marlin",2023,0
"BLT","Bullet tuna",1997,11
"BLT","Bullet tuna",1998,9
"BLT","Bullet tuna",1999,262
"BLT","Bullet tuna",2000,494
"BLT","Bullet tuna",2001,209
"BLT","Bullet tuna",2002,166
"BLT","Bullet tuna",2003,231
"BLT","Bullet tuna",2004,683
"BLT","Bullet tuna",2005,790
"BLT","Bullet tuna",2006,2589.6
"BLT","Bullet tuna",2007,2490
"BLT","Bullet tuna",2008,1155.04
"BLT","Bullet tuna",2009,1308.04
"BLT","Bullet tuna",2010,1968
"BLT","Bullet tuna",2011,1162.71
"BLT","Bullet tuna",2012,308.42
"BLT","Bullet tuna",2013,113.5
"BLT","Bullet tuna",2014,475.23
"BLT","Bullet tuna",2015,77.48
"BLT","Bullet tuna",2016,447.46
"BLT","Bullet tuna",2017,309.66
"BLT","Bullet tuna",2018,202.48
"BLT","Bullet tuna",2019,191.77
"BLT","Bullet tuna",2020,86.35
"BLT","Bullet tuna",2021,389.71
"BLT","Bullet tuna",2022,21.07
"BLT","Bullet tuna",2023,166.02
"BLU","Bluefish",1997,41
"BLU","Bluefish",1998,25
"BLU","Bluefish",1999,21
"BLU","Bluefish",2000,20
"BLU","Bluefish",2001,15
"BLU","Bluefish",2002,14
"BLU","Bluefish",2003,12
"BLU","Bluefish",2004,19
"BLU","Bluefish",2005,16
"BLU","Bluefish",2006,45.93
"BLU","Bluefish",2007,60.03
